3.500000000000000000e+00,3.200000000000000178e+00,1.909999999999999920e+00,1.000000000000000000e+00,-2.358380258083343506e-01
3.200000000000000178e+00,3.399999999999999911e+00,2.000000000000000000e+00,-1.000000000000000000e+00,-1.971023380756378174e-01
1.909999999999999920e+00,3.399999999999999911e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.011514544486999512e-01
1.169999999999999929e+00,5.500000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00,7.768440246582031250e-01
2.620000000000000107e+00,3.500000000000000000e+00,2.500000000000000000e+00,-1.000000000000000000e+00,-2.903234958648681641e-02
1.570000000000000062e+00,3.500000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.942763805389404297e-01
1.620000000000000107e+00,3.600000000000000089e+00,6.000000000000000000e+00,1.000000000000000000e+00,4.451791644096374512e-01
1.620000000000000107e+00,3.500000000000000000e+00,4.500000000000000000e+00,1.000000000000000000e+00,3.588012456893920898e-01
2.000000000000000000e+00,3.399999999999999911e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.017252087593078613e-01
2.200000000000000178e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.038826107978820801e-01
2.250000000000000000e+00,3.000000000000000000e+00,2.879999999999999893e+00,0.000000000000000000e+00,7.844340801239013672e-02
1.199999999999999956e+00,7.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,8.495275974273681641e-01
2.200000000000000178e+00,3.000000000000000000e+00,3.600000000000000089e+00,-1.000000000000000000e+00,2.147638797760009766e-01
2.250000000000000000e+00,3.250000000000000000e+00,3.250000000000000000e+00,-1.000000000000000000e+00,1.558723449707031250e-01
4.000000000000000000e+00,3.200000000000000178e+00,2.000000000000000000e+00,-1.000000000000000000e+00,-2.680495381355285645e-01
2.600000000000000089e+00,3.200000000000000178e+00,2.379999999999999893e+00,0.000000000000000000e+00,-5.659583210945129395e-02
1.669999999999999929e+00,3.399999999999999911e+00,4.330000000000000071e+00,1.000000000000000000e+00,3.348650932312011719e-01
2.100000000000000089e+00,3.299999999999999822e+00,3.500000000000000000e+00,0.000000000000000000e+00,2.091811895370483398e-01
2.149999999999999911e+00,3.100000000000000089e+00,3.600000000000000089e+00,1.000000000000000000e+00,2.192260026931762695e-01
1.750000000000000000e+00,3.500000000000000000e+00,4.750000000000000000e+00,1.000000000000000000e+00,3.874988555908203125e-01
1.199999999999999956e+00,5.500000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,6.942027807235717773e-01
1.850000000000000089e+00,3.250000000000000000e+00,3.899999999999999911e+00,1.000000000000000000e+00,2.756245136260986328e-01
2.100000000000000089e+00,3.000000000000000000e+00,3.200000000000000178e+00,1.000000000000000000e+00,1.444793939590454102e-01
6.500000000000000000e+00,3.799999999999999822e+00,1.530000000000000027e+00,-1.000000000000000000e+00,-5.140473842620849609e-01
1.439999999999999947e+00,3.600000000000000089e+00,6.500000000000000000e+00,0.000000000000000000e+00,5.173798799514770508e-01
1.530000000000000027e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.000000000000000000e+00,4.121223688125610352e-01
1.800000000000000044e+00,3.000000000000000000e+00,4.200000000000000178e+00,1.000000000000000000e+00,2.909172773361206055e-01
2.000000000000000000e+00,3.399999999999999911e+00,3.750000000000000000e+00,-1.000000000000000000e+00,2.596623301506042480e-01
2.250000000000000000e+00,3.000000000000000000e+00,2.879999999999999893e+00,-1.000000000000000000e+00,7.844340801239013672e-02
1.500000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.789027214050292969e-01
2.899999999999999911e+00,2.879999999999999893e+00,2.399999999999999911e+00,-1.000000000000000000e+00,-7.215768098831176758e-02
1.500000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.789027214050292969e-01
1.909999999999999920e+00,3.250000000000000000e+00,3.399999999999999911e+00,1.000000000000000000e+00,1.919125318527221680e-01
2.500000000000000000e+00,3.100000000000000089e+00,2.500000000000000000e+00,1.000000000000000000e+00,-2.092319726943969727e-02
2.200000000000000178e+00,3.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000000e+00,1.038826107978820801e-01
2.500000000000000000e+00,3.250000000000000000e+00,2.750000000000000000e+00,1.000000000000000000e+00,3.987348079681396484e-02
1.899999999999999911e+00,3.500000000000000000e+00,3.750000000000000000e+00,-1.000000000000000000e+00,2.650591731071472168e-01
1.729999999999999982e+00,3.399999999999999911e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.986583709716796875e-01
2.500000000000000000e+00,3.000000000000000000e+00,2.600000000000000089e+00,0.000000000000000000e+00,1.334071159362792969e-03
2.799999999999999822e+00,3.600000000000000089e+00,2.299999999999999822e+00,0.000000000000000000e+00,-9.579771757125854492e-02
2.200000000000000178e+00,2.899999999999999911e+00,3.100000000000000089e+00,-1.000000000000000000e+00,1.213965415954589844e-01
1.610000000000000098e+00,3.299999999999999822e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.732340335845947266e-01
1.750000000000000000e+00,3.750000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,4.347015619277954102e-01
2.379999999999999893e+00,3.200000000000000178e+00,2.600000000000000089e+00,1.000000000000000000e+00,1.196050643920898438e-02
2.200000000000000178e+00,3.100000000000000089e+00,3.500000000000000000e+00,1.000000000000000000e+00,2.008348703384399414e-01
1.110000000000000098e+00,7.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,8.307219743728637695e-01
3.000000000000000000e+00,3.399999999999999911e+00,2.000000000000000000e+00,0.000000000000000000e+00,-1.819538772106170654e-01
2.149999999999999911e+00,3.299999999999999822e+00,3.600000000000000089e+00,0.000000000000000000e+00,2.268123626708984375e-01
1.219999999999999973e+00,6.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,8.457360267639160156e-01
1.399999999999999911e+00,3.750000000000000000e+00,8.500000000000000000e+00,1.000000000000000000e+00,5.723761320114135742e-01
1.909999999999999920e+00,3.399999999999999911e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.011514544486999512e-01
1.909999999999999920e+00,3.399999999999999911e+00,3.799999999999999822e+00,1.000000000000000000e+00,2.686183452606201172e-01
2.799999999999999822e+00,3.200000000000000178e+00,2.200000000000000178e+00,1.000000000000000000e+00,-1.105408668518066406e-01
1.850000000000000089e+00,3.299999999999999822e+00,4.500000000000000000e+00,-1.000000000000000000e+00,3.493987321853637695e-01
