2.339999999999999858e+00,3.220000000000000195e+00,2.680000000000000160e+00,1.760000000000000009e+00,1.939999999999999947e+00,1.068376068376068355e+00,1.040372670807453437e+00,1.082089552238805874e+00,0.000000000000000000e+00,-2.633683010935783386e-02
2.229999999999999982e+00,3.229999999999999982e+00,3.129999999999999893e+00,1.939999999999999947e+00,1.800000000000000044e+00,1.035874439461883512e+00,1.049535603715170407e+00,1.086261980830670826e+00,0.000000000000000000e+00,-2.560399845242500305e-02
2.770000000000000018e+00,3.209999999999999964e+00,2.549999999999999822e+00,2.100000000000000089e+00,1.699999999999999956e+00,1.050541516245487417e+00,1.059190031152647871e+00,1.050980392156862786e+00,1.000000000000000000e+00,-2.553844824433326721e-02
2.029999999999999805e+00,3.279999999999999805e+00,3.950000000000000178e+00,2.270000000000000018e+00,1.620000000000000107e+00,1.034482758620689724e+00,1.051829268292683084e+00,1.063291139240506222e+00,1.000000000000000000e+00,-2.524483576416969299e-02
3.069999999999999840e+00,3.319999999999999840e+00,2.160000000000000142e+00,1.580000000000000071e+00,2.220000000000000195e+00,1.107491856677524478e+00,1.105421686746987930e+00,1.041666666666666519e+00,-1.000000000000000000e+00,-2.771626785397529602e-02
2.029999999999999805e+00,3.259999999999999787e+00,3.490000000000000213e+00,2.100000000000000089e+00,1.659999999999999920e+00,1.068965517241379448e+00,1.073619631901840510e+00,1.103151862464183397e+00,0.000000000000000000e+00,-2.508870139718055725e-02
2.290000000000000036e+00,3.240000000000000213e+00,3.180000000000000160e+00,2.200000000000000178e+00,1.669999999999999929e+00,1.048034934497816595e+00,1.049382716049382713e+00,1.100628930817610041e+00,1.000000000000000000e+00,-2.529582008719444275e-02
2.560000000000000053e+00,3.189999999999999947e+00,2.669999999999999929e+00,2.009999999999999787e+00,1.750000000000000000e+00,1.066406250000000000e+00,1.065830721003134807e+00,1.067415730337078816e+00,-1.000000000000000000e+00,-2.564546838402748108e-02
3.339999999999999858e+00,3.370000000000000107e+00,2.020000000000000018e+00,1.739999999999999991e+00,2.069999999999999840e+00,1.158682634730539007e+00,1.077151335311572700e+00,1.064356435643564414e+00,-1.000000000000000000e+00,-2.745762839913368225e-02
2.899999999999999911e+00,3.279999999999999805e+00,2.290000000000000036e+00,1.790000000000000036e+00,1.959999999999999964e+00,1.144827586206896619e+00,1.067073170731707377e+00,1.048034934497816595e+00,0.000000000000000000e+00,-2.699861302971839905e-02
2.339999999999999858e+00,3.240000000000000213e+00,2.729999999999999982e+00,2.020000000000000018e+00,1.750000000000000000e+00,1.047008547008547064e+00,1.049382716049382713e+00,1.062271062271062272e+00,1.000000000000000000e+00,-2.564807608723640442e-02
2.910000000000000142e+00,3.240000000000000213e+00,2.240000000000000213e+00,1.469999999999999973e+00,2.419999999999999929e+00,1.116838487972508620e+00,1.049382716049382713e+00,1.062499999999999778e+00,-1.000000000000000000e+00,-2.879714593291282654e-02
2.290000000000000036e+00,3.390000000000000124e+00,2.569999999999999840e+00,1.719999999999999973e+00,1.939999999999999947e+00,1.091703056768558833e+00,1.061946902654867353e+00,1.108949416342412508e+00,1.000000000000000000e+00,-2.617347612977027893e-02
2.979999999999999982e+00,3.240000000000000213e+00,2.279999999999999805e+00,2.009999999999999787e+00,1.739999999999999991e+00,1.080536912751677958e+00,1.049382716049382713e+00,1.052631578947368363e+00,1.000000000000000000e+00,-2.582092955708503723e-02
2.250000000000000000e+00,2.359999999999999876e+00,4.080000000000000071e+00,1.750000000000000000e+00,1.969999999999999973e+00,1.093333333333333268e+00,1.067796610169491567e+00,1.127450980392156854e+00,0.000000000000000000e+00,-2.626449242234230042e-02
3.200000000000000178e+00,3.279999999999999805e+00,2.060000000000000053e+00,1.709999999999999964e+00,2.040000000000000036e+00,1.062500000000000000e+00,1.036585365853658569e+00,1.067961165048543659e+00,0.000000000000000000e+00,-2.685955539345741272e-02
2.060000000000000053e+00,3.220000000000000195e+00,3.200000000000000178e+00,1.959999999999999964e+00,1.750000000000000000e+00,1.043689320388349495e+00,1.024844720496894235e+00,1.093750000000000000e+00,1.000000000000000000e+00,-2.547520771622657776e-02
2.669999999999999929e+00,3.250000000000000000e+00,2.459999999999999964e+00,1.870000000000000107e+00,1.879999999999999893e+00,1.142322097378277057e+00,1.058461538461538343e+00,1.065040650406504197e+00,1.000000000000000000e+00,-2.661671116948127747e-02
